appId,year_bucket,minInstalls_bucket
ar.gob.buenosaires.bawifi,[2011-2015],[Install between 50001 or 100000]
ru.akado.mobile.office,[2011-2015],[Install between 50001 or 100000]
com.vtech.mobile.kidconnect.ger,[2011-2015],[Install between 50001 or 100000]
appinventor.ai_niclasonline.Text2Speech,[2011-2015],[Install between 50001 or 100000]
jp.ocrenger.android,[2011-2015],[Install between 50001 or 100000]
com.revesoft.mobiledialer.zahin_tel_ltd.king_bird_ksa_50005,[2011-2015],[Install between 50001 or 100000]
com.revesoft.mobiledialer.dialglobe_communication.y2call,[2011-2015],[Install between 50001 or 100000]
in.mpo.vyapam,[2011-2015],[Install between 50001 or 100000]
com.sdkapps.poemeromantique,[2011-2015],[Install between 50001 or 100000]
com.ekocustom.cpall,[2011-2015],[Install between 50001 or 100000]
com.revesoft.mobiledialer.ymax.ymax,[2011-2015],[Install between 50001 or 100000]
com.andromo.dev298605.app406476,[2011-2015],[Install between 50001 or 100000]
com.intuizionicreative.cdr,[2011-2015],[Install between 50001 or 100000]
com.konvoko.konvoko,[2011-2015],[Install between 50001 or 100000]
com.dfnetwork.dcarfe,[2011-2015],[Install between 50001 or 100000]
com.MayersDev.FrasesRomanticas,[2011-2015],[Install between 50001 or 100000]
br.gov.sp.barueri.AppBarueri,[2011-2015],[Install between 50001 or 100000]
t2v.app.life.smartphone,[2011-2015],[Install between 50001 or 100000]
pl.lojack.ikolx,[2011-2015],[Install between 50001 or 100000]
krish.mit.pugazh.tamilsms,[2011-2015],[Install between 50001 or 100000]
es.ebando.app,[2011-2015],[Install between 50001 or 100000]
com.revesoft.mobiledialer.dialglobe_communication.dial2day,[2011-2015],[Install between 50001 or 100000]
com.free.smsindia,[2011-2015],[Install between 50001 or 100000]
infiniteloops.premtujhyavar,[2011-2015],[Install between 50001 or 100000]
com.appdev.hindishayari.newyearshayari,[2011-2015],[Install between 50001 or 100000]
sp999.com.mycall,[2011-2015],[Install between 50001 or 100000]
com.massresponse.spusu,[2011-2015],[Install between 50001 or 100000]
com.zevael.belajarkoreagrts,[2011-2015],[Install between 50001 or 100000]
com.butlaroo.android.client,[2011-2015],[Install between 50001 or 100000]
net.myjodoh.messenger.myjodohmessenger,[2011-2015],[Install between 50001 or 100000]
ru.Tkachuk.Anekdot,[2011-2015],[Install between 50001 or 100000]
com.newappsoft.askpictures,[2011-2015],[Install between 50001 or 100000]
com.mobiroller.mobi23884909272,[2011-2015],[Install between 50001 or 100000]
com.educastudio.marbeltatasurya,[2011-2015],[Install between 50001 or 100000]
com.ONF.clesdeforet,[2011-2015],[Install between 50001 or 100000]
net.goldensoft.learnfrenchgeneral,[2011-2015],[Install between 50001 or 100000]
com.suvorov.de_fr,[2011-2015],[Install between 50001 or 100000]
uk.co.theorytestpro.theorytestprobilling,[2011-2015],[Install between 50001 or 100000]
com.newappsforall.friendshipkarnasikhiye,[2011-2015],[Install between 50001 or 100000]
de.carlsen.conni.lernspass.mathe2lite,[2011-2015],[Install between 50001 or 100000]
com.stillnewagain.biyoloji,[2011-2015],[Install between 50001 or 100000]
jp.daichimukai.sawatteasobo3,[2011-2015],[Install between 50001 or 100000]
com.gktalk.social_science_9,[2011-2015],[Install between 50001 or 100000]
com.assalehine.horouf.kissas_wa_anachid_horouf_alarabia,[2011-2015],[Install between 50001 or 100000]
com.padasalai.padasalai,[2011-2015],[Install between 50001 or 100000]
appinventor.ai_aliyildiz1983.Turneng,[2011-2015],[Install between 50001 or 100000]
com.sarkarijobs4u.railway,[2011-2015],[Install between 50001 or 100000]
com.semxi.jt.hzmp3,[2011-2015],[Install between 50001 or 100000]
jp.co.gakkonet.quizbasicnihonshi2,[2011-2015],[Install between 50001 or 100000]
com.nakashimajohn.bearseng,[2011-2015],[Install between 50001 or 100000]
ru.krackdigger.demo_tutorial,[2011-2015],[Install between 50001 or 100000]
com.masudurrashid.BCSQuestionBank,[2011-2015],[Install between 50001 or 100000]
es.xunta.edu.abalarmobil,[2011-2015],[Install between 50001 or 100000]
com.mifthi.malayalam.islamic.quiz,[2011-2015],[Install between 50001 or 100000]
com.frhedic.thehelth,[2011-2015],[Install between 50001 or 100000]
com.ezeeapps.urduislamicpoems,[2011-2015],[Install between 50001 or 100000]
gfk.game.BeHocChuCai,[2011-2015],[Install between 50001 or 100000]
com.gillaxinfo.hindi_astro,[2011-2015],[Install between 50001 or 100000]
com.purplechai.admin.kissanyojnaapp,[2011-2015],[Install between 50001 or 100000]
com.juego.biblia.deluxe.portugues,[2011-2015],[Install between 50001 or 100000]
com.compettia.retame,[2011-2015],[Install between 50001 or 100000]
com.lomonosovclub.oge,[2011-2015],[Install between 50001 or 100000]
com.onecwireless.chitaika.google.free,[2011-2015],[Install between 50001 or 100000]
iqradigital.com.book1,[2011-2015],[Install between 50001 or 100000]
com.dictionary.Depl,[2011-2015],[Install between 50001 or 100000]
com.psicotecnico.TestPsicotecnico,[2011-2015],[Install between 50001 or 100000]
ru.ilyamodder.dictionary,[2011-2015],[Install between 50001 or 100000]
com.vina.worldatlas,[2011-2015],[Install between 50001 or 100000]
com.orchid.spokenenglishmalayalam,[2011-2015],[Install between 50001 or 100000]
pl.tweeba.mobile.learning.french,[2011-2015],[Install between 50001 or 100000]
shioulo.extendstudy01.com,[2011-2015],[Install between 50001 or 100000]
in.softsystems.nathe,[2011-2015],[Install between 50001 or 100000]
com.vajsi.gujarati_gk,[2011-2015],[Install between 50001 or 100000]
soboh90.italian,[2011-2015],[Install between 50001 or 100000]
com.nepali.gk,[2011-2015],[Install between 50001 or 100000]
com.PondokAplikasi.Mempelajari_Hukum_ILMU_TAJWID.AppsWorlds,[2011-2015],[Install between 50001 or 100000]
jp.co.softbankmobile.familyappsandroid,[2011-2015],[Install between 50001 or 100000]
com.drs.teknik,[2011-2015],[Install between 50001 or 100000]
ru.dnevnik.analytics,[2011-2015],[Install between 50001 or 100000]
com.yins.luek.appw,[2011-2015],[Install between 50001 or 100000]
ru.egslava.kirgiz_phrasebook,[2011-2015],[Install between 50001 or 100000]
nl.basisonline.OudersApp,[2011-2015],[Install between 50001 or 100000]
com.irinobi.kidsreading.free,[2011-2015],[Install between 50001 or 100000]
binh.app.englishgrammar,[2011-2015],[Install between 50001 or 100000]
ru.egslava.uzbek_phrasebook,[2011-2015],[Install between 50001 or 100000]
net.zno_ua.app,[2011-2015],[Install between 50001 or 100000]
it.gk.application.mathexp,[2011-2015],[Install between 50001 or 100000]
com.lomonosovclub.ege,[2011-2015],[Install between 50001 or 100000]
com.tahirhoca.ydsipuclari,[2011-2015],[Install between 50001 or 100000]
com.yosoft.tamilnadu.exam,[2011-2015],[Install between 50001 or 100000]
com.hachette.hereaderepubv2,[2011-2015],[Install between 50001 or 100000]
com.vef.testsConstitucion,[2011-2015],[Install between 50001 or 100000]
com.fbdcal.bioary,[2011-2015],[Install between 50001 or 100000]
ru.egslava.tajik_phrasebook,[2011-2015],[Install between 50001 or 100000]
com.oystershell.raylex,[2011-2015],[Install between 50001 or 100000]
com.wordOrigin,[2011-2015],[Install between 50001 or 100000]
jp.co.gakkonet.hanpukun_drill_language_yonmojijyukugo_free,[2011-2015],[Install between 50001 or 100000]
com.nagasebros.BS300,[2011-2015],[Install between 50001 or 100000]
com.finalapps.Azan,[2011-2015],[Install between 50001 or 100000]
pl.tweeba.germanconversation,[2011-2015],[Install between 50001 or 100000]
com.easylearn.maxfr,[2011-2015],[Install between 50001 or 100000]
de.mbreska.kleinevokabelbox,[2011-2015],[Install between 50001 or 100000]
com.andromo.dev405941.app393934,[2011-2015],[Install between 50001 or 100000]
pl.tweeba.mobile.learning.russian,[2011-2015],[Install between 50001 or 100000]
com.storypark.app.android,[2011-2015],[Install between 50001 or 100000]
com.andromo.dev298605.app412582,[2011-2015],[Install between 50001 or 100000]
com.educastudio.marbelbagiantubuh,[2011-2015],[Install between 50001 or 100000]
com.finalapps.IslamicName,[2011-2015],[Install between 50001 or 100000]
com.mufimob.belajarhurufangka,[2011-2015],[Install between 50001 or 100000]
com.appvishwa.paripath,[2011-2015],[Install between 50001 or 100000]
com.interturist.tarih2,[2011-2015],[Install between 50001 or 100000]
com.suvorov.pl_de,[2011-2015],[Install between 50001 or 100000]
com.zmako.english2,[2011-2015],[Install between 50001 or 100000]
jp.co.gakkonet.quizshootereiken,[2011-2015],[Install between 50001 or 100000]
com.nagasebros.EI750,[2011-2015],[Install between 50001 or 100000]
jp.co.trips.menkyokari,[2011-2015],[Install between 50001 or 100000]
com.androdev.babysounds,[2011-2015],[Install between 50001 or 100000]
fr.badapps.dydjyz.concoursfonctionpublique,[2011-2015],[Install between 50001 or 100000]
com.onyx.soal.cat.cpns,[2011-2015],[Install between 50001 or 100000]
com.infinity_dev.por6,[2011-2015],[Install between 50001 or 100000]
air.com.uni_ty.education.moji,[2011-2015],[Install between 50001 or 100000]
com.uzmafariz.laguanakmuslimmurottal,[2011-2015],[Install between 50001 or 100000]
com.infinity_dev.por3,[2011-2015],[Install between 50001 or 100000]
muslim.arabgram,[2011-2015],[Install between 50001 or 100000]
com.demirci.ydskelime,[2011-2015],[Install between 50001 or 100000]
com.kidsworlds.sara,[2011-2015],[Install between 50001 or 100000]
jp.android.hiron.TimeTableUniv,[2011-2015],[Install between 50001 or 100000]
se.teoriappar.takorkortlite,[2011-2015],[Install between 50001 or 100000]
pl.newaxis.sprawdzpromile,[2011-2015],[Install between 50001 or 100000]
ru.nnov.safety.tests,[2011-2015],[Install between 50001 or 100000]
com.vertaler.itsq,[2011-2015],[Install between 50001 or 100000]
com.shurikcomg.examgibdd2015,[2011-2015],[Install between 50001 or 100000]
com.fccs.vokTrainer,[2011-2015],[Install between 50001 or 100000]
com.suvorov.tr_de,[2011-2015],[Install between 50001 or 100000]
com.hexteam.pdd,[2011-2015],[Install between 50001 or 100000]
com.sanaedutech.wbpsc,[2011-2015],[Install between 50001 or 100000]
jp.co.pit.zatsugaku,[2011-2015],[Install between 50001 or 100000]
com.gktalk.daily_current_gk,[2011-2015],[Install between 50001 or 100000]
com.kalpanatech.vnsgu,[2011-2015],[Install between 50001 or 100000]
com.andromo.dev380672.app384560,[2011-2015],[Install between 50001 or 100000]
air.co.kr.ubion.airViewer,[2011-2015],[Install between 50001 or 100000]
com.newappsforall.aurataurkhawand,[2011-2015],[Install between 50001 or 100000]
com.apps4you2go.mofafuehrerschein,[2011-2015],[Install between 50001 or 100000]
com.futuremind.synonimy.dev,[2011-2015],[Install between 50001 or 100000]
ru.egslava.uzbek_dictionary,[2011-2015],[Install between 50001 or 100000]
com.impaddo.fragfinn,[2011-2015],[Install between 50001 or 100000]
nl.bigroot.babywordsfree,[2011-2015],[Install between 50001 or 100000]
ru.egslava.dictionary,[2011-2015],[Install between 50001 or 100000]
www.ramadan.recipes,[2011-2015],[Install between 50001 or 100000]
com.andromo.dev380672.app387605,[2011-2015],[Install between 50001 or 100000]
com.mtt.komikler,[2011-2015],[Install between 50001 or 100000]
com.thaigrade1.solidsoft.thailanguagegrade1,[2011-2015],[Install between 50001 or 100000]
shivam.bharityakanoonidharaa,[2011-2015],[Install between 50001 or 100000]
com.vudoancs.hoctienghan,[2011-2015],[Install between 50001 or 100000]
jp.co.gakkonet.quizninjamushikuikanjidrill,[2011-2015],[Install between 50001 or 100000]
com.noontale.VegFruitsAr,[2011-2015],[Install between 50001 or 100000]
com.mobibress.permiscotier,[2011-2015],[Install between 50001 or 100000]
net.kevinvuilleumier.android.lemotdujour,[2011-2015],[Install between 50001 or 100000]
com.digiquitous.safetymsn,[2011-2015],[Install between 50001 or 100000]
com.appg.addinfo,[2011-2015],[Install between 50001 or 100000]
com.atomwide.atomwideapp,[2011-2015],[Install between 50001 or 100000]
com.demirci.guncelbilgiler,[2011-2015],[Install between 50001 or 100000]
pl.tweeba.mobile.learning.uapl,[2011-2015],[Install between 50001 or 100000]
com.masudurrashid.EnglishGrammar,[2011-2015],[Install between 50001 or 100000]
tj.sahifa.uzbek,[2011-2015],[Install between 50001 or 100000]
com.stillnewagain.arapca,[2011-2015],[Install between 50001 or 100000]
com.fig.style,[2011-2015],[Install between 50001 or 100000]
com.inergy.pocketkorealite,[2011-2015],[Install between 50001 or 100000]
com.atlasdata.tafsir.coran,[2011-2015],[Install between 50001 or 100000]
at.easydrivers.webtraining,[2011-2015],[Install between 50001 or 100000]
com.PondokAplikasi.Asmaul.Husna_99.Nama.ALLAH.AppsWorlds,[2011-2015],[Install between 50001 or 100000]
jp.co.pit.chiri4taku,[2011-2015],[Install between 50001 or 100000]
jp.co.pit.sekaishi,[2011-2015],[Install between 50001 or 100000]
com.imran.hindi_literature,[2011-2015],[Install between 50001 or 100000]
com.student.kzbmvwkfxmcjnhog,[2011-2015],[Install between 50001 or 100000]
jp.co.pit.nihonshi4taku,[2011-2015],[Install between 50001 or 100000]
com.kebikids.kebinuri,[2011-2015],[Install between 50001 or 100000]
com.ac.ac,[2011-2015],[Install between 50001 or 100000]
com.tar.osm,[2011-2015],[Install between 50001 or 100000]
com.jinhak.jcalendar,[2011-2015],[Install between 50001 or 100000]
it.scuolaelettrica.verbi,[2011-2015],[Install between 50001 or 100000]
br.com.nativebuild.calc2grau,[2011-2015],[Install between 50001 or 100000]
pl.tweeba.mobile.learning.rupl,[2011-2015],[Install between 50001 or 100000]
im.pratik.tren,[2011-2015],[Install between 50001 or 100000]
com.tm.tarih,[2011-2015],[Install between 50001 or 100000]
com.edu.turtle,[2011-2015],[Install between 50001 or 100000]
com.volea.lesdy,[2011-2015],[Install between 50001 or 100000]
en.kn.bestdict,[2011-2015],[Install between 50001 or 100000]
at.harnisch.android.equations,[2011-2015],[Install between 50001 or 100000]
flashcards.client.learnenglishinmarathi,[2011-2015],[Install between 50001 or 100000]
com.sifreler.cog,[2011-2015],[Install between 50001 or 100000]
com.stillnewagain.cografya,[2011-2015],[Install between 50001 or 100000]
com.msolak.ygslysturkce,[2011-2015],[Install between 50001 or 100000]
com.bjoernbartels.notenschnitt,[2011-2015],[Install between 50001 or 100000]
com.suvorov.ro_fr,[2011-2015],[Install between 50001 or 100000]
com.credu.kspace,[2011-2015],[Install between 50001 or 100000]
voeapp.concursos,[2011-2015],[Install between 50001 or 100000]
appinventor.ai_antoniototaT.incroci_ani_08,[2011-2015],[Install between 50001 or 100000]
com.andromo.dev405941.app374823,[2011-2015],[Install between 50001 or 100000]
com.prime9ine.missile_man_dr_apj_abdul_kalam_quotes,[2011-2015],[Install between 50001 or 100000]
air.ArabicAlphabet.Ar2,[2011-2015],[Install between 50001 or 100000]
air.Little.Painter.A4enc,[2011-2015],[Install between 50001 or 100000]
com.hackers.app.gosivoca,[2011-2015],[Install between 50001 or 100000]
com.kindergarten.WriteABC_Ru,[2011-2015],[Install between 50001 or 100000]
com.mobdevs.personality_development_tips_hindi,[2011-2015],[Install between 50001 or 100000]
app.isletdevelopers.com.kannadaogatugalu,[2011-2015],[Install between 50001 or 100000]
com.nidea.etesmovil,[2011-2015],[Install between 50001 or 100000]
ru.tat.mslmtatsoft.tajweed,[2011-2015],[Install between 50001 or 100000]
com.chunjae.isherpa,[2011-2015],[Install between 50001 or 100000]
com.haty.trafficsigns,[2011-2015],[Install between 50001 or 100000]
com.br.copetti.simuladodetran,[2011-2015],[Install between 50001 or 100000]
com.andromo.dev7644.app400636,[2011-2015],[Install between 50001 or 100000]
com.maltaapps.khoafekhuda,[2011-2015],[Install between 50001 or 100000]
com.maltaapps.hazratumarkayfaislay,[2011-2015],[Install between 50001 or 100000]
com.mtt.ayetelkursiamenerrasulu,[2011-2015],[Install between 50001 or 100000]
com.kopykitab.icse,[2011-2015],[Install between 50001 or 100000]
com.pykpss.lol,[2011-2015],[Install between 50001 or 100000]
com.stillnewagain.tarih,[2011-2015],[Install between 50001 or 100000]
air.Sense.A4enc,[2011-2015],[Install between 50001 or 100000]
com.foreverbilisim.resimcizme,[2011-2015],[Install between 50001 or 100000]
com.interturist.cogkpss,[2011-2015],[Install between 50001 or 100000]
tj.sahifa.kazakh,[2011-2015],[Install between 50001 or 100000]
com.gmail.pyramidionsoft.govoryashchiyalfavit,[2011-2015],[Install between 50001 or 100000]
com.andromo.dev380672.app359356,[2011-2015],[Install between 50001 or 100000]
jp.co.REIRI.keisanganbare,[2011-2015],[Install between 50001 or 100000]
tj.sahifa.tajik,[2011-2015],[Install between 50001 or 100000]
com.erbasaran.ruyatabirleri,[2011-2015],[Install between 50001 or 100000]
com.home_learn.parents,[2011-2015],[Install between 50001 or 100000]
pl.tweeba.mobile.learning.italian,[2011-2015],[Install between 50001 or 100000]
com.zeyra.edebiyat,[2011-2015],[Install between 50001 or 100000]
